Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
333.0,Rodney Hood,29,LAC,SF,13.0,0.0,128.0,9.3,0.603,0.423,0.192,1.7,6.4,4.1,8.5,1.1,1.3,12.4,11.1,0.1,0.1,0.2,0.075,-1.8,-0.5,-2.4,0.0,,hoodro01
334.0,Omer Yurtseven,23,MIA,C,56.0,12.0,706.0,17.4,0.546,0.045,0.247,13.9,33.0,23.6,11.0,1.2,3.0,13.0,19.9,0.8,1.4,2.1,0.145,-1.4,0.4,-1.0,0.2,,yurtsom01
335.0,Xavier Tillman Sr,23,MEM,PF,53.0,2.0,701.0,15.1,0.51,0.227,0.329,9.6,14.5,12.0,11.6,3.3,1.9,12.1,16.4,0.6,1.2,1.8,0.121,-1.1,1.8,0.7,0.5,,tillmxa01
336.0,Zeke Nnaji,21,DEN,PF,41.0,1.0,698.0,13.5,0.629,0.43,0.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,1.2,0.6,1.8,0.123,-0.7,-1.6,-2.2,0.0,,nnajize01
337.0,Keon Johnson,19,2TM,SG,37.0,12.0,697.0,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2.0,1.7,13.5,21.2,-0.8,0.4,-0.5,-0.031,-4.0,-2.0,-5.9,-0.7,,johnske07
337.0,Keon Johnson,19,LAC,SG,15.0,0.0,135.0,9.4,0.44,0.216,0.412,4.8,11.4,8.2,13.7,2.5,1.3,10.4,21.9,-0.1,0.2,0.1,0.018,-6.0,0.3,-5.7,-0.1,,johnske07
337.0,Keon Johnson,19,POR,SG,22.0,12.0,562.0,8.5,0.457,0.403,0.136,3.4,8.5,5.9,17.0,1.8,1.8,14.3,21.1,-0.7,0.2,-0.5,-0.043,-3.5,-2.5,-6.0,-0.6,,johnske07
338.0,Rajon Rondo,35,2TM,PG,39.0,1.0,697.0,10.9,0.496,0.5,0.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16.0,-0.1,0.8,0.7,0.048,-2.4,0.7,-1.7,0.1,,rondora01
338.0,Rajon Rondo,35,LAL,PG,18.0,0.0,289.0,6.5,0.383,0.423,0.028,3.7,14.5,9.1,29.9,2.0,1.5,32.1,15.7,-0.6,0.3,-0.3,-0.053,-4.8,0.3,-4.5,-0.2,,rondora01
338.0,Rajon Rondo,35,CLE,PG,21.0,1.0,408.0,13.9,0.567,0.552,0.229,1.4,14.3,8.0,35.3,2.2,0.2,22.7,16.2,0.5,0.5,1.0,0.119,-0.7,1.0,0.3,0.2,,rondora01
339.0,Dalano Banton,22,TOR,PG,64.0,1.0,696.0,10.0,0.463,0.252,0.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,-0.4,0.8,0.4,0.03,-3.5,0.4,-3.1,-0.2,,bantoda01
340.0,Vit Krejci,21,OKC,SG,30.0,8.0,690.0,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,0.042,-4.3,-1.0,-5.3,-0.6,,krejcvi01
341.0,Frank Ntilikina,23,DAL,SG,58.0,5.0,685.0,10.4,0.513,0.498,0.112,1.9,10.9,6.4,14.7,2.0,0.9,11.7,17.4,0.1,0.9,0.9,0.065,-2.8,0.9,-1.9,0.0,,ntilila01
342.0,Timothe Luwawu-Cabarrot,26,ATL,SF,52.0,18.0,685.0,9.3,0.556,0.656,0.22,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,0.6,0.3,0.9,0.061,-2.3,-1.0,-3.3,-0.2,,luwawti01
343.0,Davon Reed,26,DEN,SG,48.0,5.0,668.0,12.2,0.624,0.534,0.093,2.4,15.2,9.0,10.7,1.8,1.2,8.7,12.1,0.9,0.7,1.6,0.117,-0.6,0.3,-0.3,0.3,,reedda01
344.0,Derrick Favors,30,OKC,C,39.0,18.0,653.0,13.6,0.534,0.088,0.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,0.8,0.7,1.4,0.105,-2.3,0.3,-2.1,0.0,,favorde01
345.0,TJ McConnell,29,IND,PG,27.0,8.0,652.0,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1.0,0.4,1.3,0.098,-0.4,1.4,0.9,0.5,,mccontj01
346.0,Greg Brown III,20,POR,SF,48.0,6.0,640.0,11.0,0.515,0.321,0.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,-0.1,0.5,0.4,0.029,-4.0,-0.7,-4.7,-0.4,,browngr01
347.0,Brandon Williams,22,POR,PG,24.0,16.0,640.0,11.0,0.476,0.376,0.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,,willibr03
348.0,Dennis Smith Jr,24,POR,PG,37.0,4.0,638.0,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,-0.1,0.5,0.4,0.031,-2.8,1.2,-1.7,0.1,,smithde03
349.0,Derrick Rose,33,NYK,PG,26.0,4.0,636.0,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,0.8,0.7,1.4,0.108,2.3,0.0,2.3,0.7,,rosede01
350.0,Sterling Brown,26,DAL,SG,49.0,3.0,628.0,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1.0,12.5,13.2,-0.1,0.9,0.8,0.061,-3.4,0.5,-2.9,-0.1,,brownst02
351.0,DeAndre Jordan,33,2TM,C,48.0,20.0,622.0,17.2,0.641,0.0,0.28,14.7,31.4,23.1,4.9,0.9,5.0,18.7,13.9,0.9,1.0,1.9,0.145,-1.5,0.1,-1.4,0.1,,jordade01
351.0,DeAndre Jordan,33,LAL,C,32.0,19.0,408.0,17.5,0.657,0.0,0.292,13.5,31.8,22.7,4.5,1.2,5.7,17.3,12.8,0.7,0.6,1.3,0.153,-1.5,0.9,-0.6,0.2,,jordade01
351.0,DeAndre Jordan,33,PHI,C,16.0,1.0,214.0,16.5,0.615,0.0,0.259,17.0,30.8,24.0,5.6,0.5,3.8,21.0,16.0,0.3,0.3,0.6,0.131,-1.6,-1.4,-2.9,0.0,,jordade01
352.0,Alex Len,28,SAC,C,39.0,10.0,620.0,13.1,0.577,0.119,0.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,0.4,0.5,0.9,0.07,-3.2,0.3,-2.9,-0.1,,lenal01
353.0,Robin Lopez,33,ORL,C,36.0,9.0,612.0,13.7,0.57,0.03,0.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,0.5,0.3,0.8,0.064,-2.4,-1.4,-3.8,-0.3,,lopezro01
354.0,Isaiah Joe,22,PHI,SG,55.0,1.0,609.0,7.7,0.519,0.763,0.175,1.1,9.0,5.1,8.1,1.1,0.4,9.1,15.5,0.0,0.4,0.4,0.035,-3.1,-1.5,-4.6,-0.4,,joeis01
355.0,David Nwaba,29,HOU,SF,46.0,4.0,609.0,15.3,0.567,0.278,0.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,0.8,0.5,1.3,0.105,-0.6,0.0,-0.6,0.2,,nwabada01
356.0,Moses Moody,19,GSW,SG,52.0,11.0,607.0,10.5,0.573,0.601,0.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,0.101,-1.4,-1.1,-2.5,-0.1,,moodymo01
357.0,Saben Lee,22,DET,PG,37.0,0.0,604.0,13.8,0.499,0.339,0.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,0.073,-1.9,1.5,-0.4,0.2,,leesa01
358.0,Andre Iguodala,38,GSW,SF,31.0,0.0,603.0,12.3,0.478,0.612,0.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,0.5,1.1,1.6,0.125,-0.9,3.7,2.7,0.7,,iguodan01
359.0,Mike Muscala,30,OKC,C,43.0,0.0,592.0,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,0.17,3.8,1.2,5.0,1.1,,muscami01
360.0,Jock Landale,26,SAS,C,54.0,1.0,589.0,16.0,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,1.0,0.4,1.5,0.121,0.7,-1.1,-0.4,0.2,,landajo01
361.0,Aaron Nesmith,22,BOS,SF,52.0,3.0,574.0,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,,nesmiaa01
362.0,Keifer Sykes,28,IND,PG,32.0,11.0,566.0,5.9,0.456,0.474,0.089,1.5,7.4,4.4,14.9,1.0,0.6,14.3,17.4,-0.5,0.1,-0.5,-0.04,-4.4,-2.4,-6.9,-0.7,,sykeske01
363.0,Nerlens Noel,27,NYK,C,25.0,11.0,562.0,11.8,0.581,0.05,0.5,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,0.4,1.0,1.5,0.128,-3.1,3.3,0.3,0.3,,noelne01
364.0,Jericho Sims,23,NYK,PF,41.0,5.0,555.0,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,0.7,0.8,1.5,0.128,-2.8,1.1,-1.7,0.0,,simsje01
365.0,Tony Bradley,24,CHI,C,55.0,7.0,549.0,14.9,0.6,0.0,0.236,13.8,24.3,19.1,6.7,0.9,5.2,20.0,13.6,0.6,0.7,1.3,0.112,-2.0,0.2,-1.8,0.0,,bradlto01
366.0,Elfrid Payton,27,PHO,PG,50.0,1.0,549.0,7.9,0.397,0.103,0.183,4.2,12.8,8.6,23.0,2.2,1.0,19.9,18.5,-1.0,0.8,-0.2,-0.014,-4.6,1.2,-3.5,-0.2,,paytoel01
367.0,Kent Bazemore,32,LAL,SF,39.0,14.0,545.0,6.0,0.451,0.576,0.122,2.6,11.0,6.8,8.1,2.2,1.5,12.5,13.2,-0.4,0.5,0.1,0.006,-5.1,0.8,-4.3,-0.3,,bazemke01
368.0,Isaiah Jackson,20,IND,C,36.0,15.0,541.0,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,0.7,0.7,1.4,0.126,-1.6,0.0,-1.6,0.0,,jacksis01
369.0,Malachi Flynn,23,TOR,PG,44.0,5.0,537.0,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1.0,0.092,-1.8,0.4,-1.5,0.1,,flynnma01
370.0,Ignas Brazdeikis,23,ORL,SF,42.0,1.0,536.0,10.2,0.52,0.463,0.17,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,0.2,0.3,0.5,0.041,-2.7,-1.6,-4.3,-0.3,,brazdig01
371.0,Terence Davis,24,SAC,SG,30.0,11.0,536.0,14.6,0.543,0.558,0.165,2.2,17.0,9.5,11.9,2.2,1.8,10.3,25.6,0.0,0.5,0.5,0.044,-0.6,-0.4,-0.9,0.2,,daviste02
372.0,Josh Okogie,23,MIN,SG,49.0,6.0,516.0,9.0,0.526,0.452,0.49,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,0.1,0.5,0.7,0.062,-3.7,0.9,-2.7,-0.1,,okogijo01
373.0,Bismack Biyombo,29,PHO,C,36.0,3.0,506.0,17.3,0.596,0.0,0.49,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,0.9,0.9,1.8,0.17,-1.7,0.4,-1.3,0.1,,biyombi01
374.0,Brandon Goodwin,26,CLE,PG,36.0,5.0,502.0,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26.0,2.5,0.2,17.4,18.2,0.1,0.7,0.7,0.069,-2.6,1.1,-1.6,0.1,,goodwbr01
375.0,Zach Collins,24,SAS,C,28.0,4.0,502.0,16.4,0.594,0.265,0.419,9.5,22.5,16.0,16.3,1.2,3.8,19.7,19.2,0.6,0.7,1.2,0.118,-1.2,1.0,-0.2,0.2,,colliza01
376.0,Goran Dragic,35,2TM,PG,21.0,8.0,498.0,10.0,0.474,0.417,0.219,2.9,11.3,7.1,22.9,1.9,0.7,17.0,17.2,-0.1,0.4,0.4,0.034,-2.8,-0.5,-3.3,-0.2,,dragigo01
376.0,Goran Dragic,35,TOR,PG,5.0,2.0,90.0,16.2,0.521,0.412,0.294,2.3,15.3,8.4,14.4,2.8,1.1,2.5,18.7,0.2,0.1,0.3,0.162,-0.6,2.6,1.9,0.1,,dragigo01
376.0,Goran Dragic,35,BRK,PG,16.0,6.0,408.0,8.6,0.46,0.419,0.197,3.0,10.4,6.8,24.7,1.7,0.7,20.6,16.9,-0.2,0.3,0.1,0.006,-3.3,-1.1,-4.4,-0.3,,dragigo01
377.0,Thanasis Antetokounmpo,29,MIL,SF,48.0,6.0,473.0,12.5,0.577,0.109,0.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,0.4,0.5,0.9,0.095,-3.5,-0.1,-3.5,-0.2,,antetth01
378.0,Admiral Schofield,24,ORL,SF,38.0,1.0,469.0,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4,,schofad01
379.0,Lindy Waters III,24,OKC,SG,25.0,1.0,465.0,13.0,0.562,0.834,0.029,1.3,15.0,8.1,8.1,2.0,1.6,5.8,17.5,0.3,0.5,0.8,0.081,-0.8,-0.8,-1.6,0.1,,waterli01
380.0,Anthony Gill,29,WAS,PF,44.0,0.0,463.0,14.7,0.682,0.239,0.477,8.0,12.2,10.2,8.3,0.5,2.0,12.0,14.4,1.1,0.2,1.4,0.14,-0.6,-1.3,-1.9,0.0,,gillan01
381.0,Trevor Ariza,36,LAL,SF,24.0,11.0,462.0,7.0,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11.0,-0.2,0.4,0.2,0.02,-3.3,-0.2,-3.4,-0.2,,arizatr01
382.0,Killian Tillie,23,MEM,C,36.0,3.0,461.0,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-0.1,0.6,0.6,0.058,-3.8,1.1,-2.7,-0.1,,tilliki02
383.0,Dylan Windler,25,CLE,SF,50.0,0.0,459.0,8.8,0.519,0.714,0.184,5.2,16.0,10.7,10.0,1.5,0.6,13.1,11.8,0.2,0.6,0.8,0.084,-3.0,1.2,-1.7,0.0,,windldy01
384.0,Matt Thomas,27,CHI,SG,40.0,0.0,459.0,9.9,0.564,0.679,0.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,0.3,0.2,0.6,0.058,-1.2,-1.5,-2.6,-0.1,,thomama02
385.0,Kelan Martin,26,2TM,SF,30.0,1.0,450.0,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-0.1,0.2,0.0,0.005,-2.6,-1.0,-3.6,-0.2,,martike03
385.0,Kelan Martin,26,IND,SF,27.0,1.0,444.0,9.7,0.492,0.44,0.077,4.0,9.5,6.7,6.8,1.4,1.8,7.5,18.1,-0.1,0.2,0.1,0.01,-2.4,-0.9,-3.3,-0.1,,martike03
385.0,Kelan Martin,26,BOS,SF,3.0,0.0,6.0,-11.3,0.0,0.333,0.0,18.5,17.6,18.0,0.0,0.0,0.0,0.0,22.0,-0.1,0.0,0.0,-0.382,-14.7,-10.5,-25.1,0.0,,martike03
386.0,Yuta Watanabe,27,TOR,SF,38.0,4.0,445.0,11.5,0.524,0.572,0.29,4.2,19.0,11.2,6.6,1.2,3.5,10.9,16.8,0.1,0.6,0.7,0.075,-1.9,0.0,-2.0,0.0,,watanyu01
387.0,Juancho Hernangomez,26,3TM,PF,40.0,9.0,445.0,11.5,0.542,0.651,0.321,7.0,17.1,12.2,6.0,1.6,2.0,11.7,13.4,0.3,0.6,0.9,0.095,-0.7,0.1,-0.6,0.2,,hernaju01
387.0,Juancho Hernangomez,26,BOS,PF,18.0,0.0,96.0,3.8,0.307,0.667,0.333,10.4,17.6,14.1,4.0,2.1,1.9,16.2,17.0,-0.3,0.2,-0.1,-0.05,-6.9,-1.4,-8.3,-0.2,,hernaju01
387.0,Juancho Hernangomez,26,SAS,PF,5.0,0.0,51.0,9.0,0.451,0.5,0.667,8.2,22.8,15.4,6.9,0.9,1.6,20.5,8.1,0.0,0.1,0.1,0.055,-2.4,-0.1,-2.5,0.0,,hernaju01
387.0,Juancho Hernangomez,26,UTA,PF,17.0,9.0,298.0,14.5,0.638,0.658,0.288,5.7,16.0,11.0,6.5,1.5,2.1,8.9,13.2,0.6,0.4,0.9,0.149,1.5,0.7,2.2,0.3,,hernaju01
388.0,Trey Burke,29,DAL,PG,42.0,0.0,441.0,10.0,0.475,0.381,0.107,1.0,7.3,4.2,20.7,1.4,0.0,10.4,25.6,-0.4,0.4,0.0,0.003,-3.6,-1.4,-5.0,-0.3,,burketr01
389.0,Thomas Bryant,24,WAS,C,27.0,9.0,439.0,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,0.7,0.4,1.1,0.118,-0.4,-0.7,-1.0,0.1,,bryanth01
390.0,Elijah Hughes,23,2TM,SG,36.0,4.0,434.0,5.4,0.426,0.66,0.063,1.5,13.4,7.3,7.2,1.6,1.8,10.3,16.5,-0.6,0.3,-0.4,-0.043,-5.2,-1.7,-6.9,-0.5,,hugheel01
390.0,Elijah Hughes,23,UTA,SF,14.0,1.0,112.0,10.5,0.576,0.778,0.083,2.0,14.2,8.3,7.6,1.8,0.8,15.8,17.2,0.0,0.1,0.1,0.063,-1.2,-0.3,-1.5,0.0,,hugheel01
390.0,Elijah Hughes,23,POR,SG,22.0,3.0,322.0,3.7,0.375,0.62,0.056,1.3,13.1,7.0,7.1,1.5,2.1,8.3,16.2,-0.7,0.1,-0.5,-0.079,-6.6,-2.3,-8.8,-0.6,,hugheel01
391.0,Joe Harris,30,BRK,SF,14.0,14.0,423.0,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,0.3,0.2,0.5,0.06,-0.9,-0.5,-1.4,0.1,,harrijo01
392.0,Patrick Williams,20,CHI,PF,17.0,9.0,422.0,12.7,0.637,0.284,0.402,4.6,13.8,9.2,4.8,1.0,1.8,11.8,14.2,0.6,0.3,0.9,0.099,-0.9,-0.7,-1.5,0.0,,willipa01
393.0,Olivier Sarr,22,OKC,C,22.0,2.0,421.0,14.0,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,0.7,0.3,1.0,0.117,-2.7,-1.3,-4.0,-0.2,,sarrol01
394.0,Enes Freedom,29,BOS,C,35.0,1.0,411.0,15.0,0.585,0.052,0.289,16.5,25.4,21.0,2.7,0.6,3.1,15.5,13.9,0.6,0.7,1.4,0.16,-1.2,-0.2,-1.4,0.1,,kanteen01
395.0,Sandro Mamukelashvili,22,MIL,PF,41.0,3.0,407.0,14.7,0.618,0.452,0.191,9.3,12.0,10.7,7.4,1.1,2.1,10.7,14.6,0.8,0.3,1.1,0.135,0.6,-1.0,-0.3,0.2,,mamuksa01
396.0,Semi Ojeleye,27,2TM,PF,30.0,0.0,406.0,6.7,0.438,0.505,0.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,-0.1,0.3,0.2,0.029,-4.1,-1.6,-5.7,-0.4,,ojelese01
396.0,Semi Ojeleye,27,MIL,PF,20.0,0.0,308.0,5.0,0.376,0.586,0.186,8.8,11.1,10.0,2.0,0.8,1.6,6.2,11.2,-0.1,0.2,0.1,0.011,-4.9,-1.7,-6.6,-0.4,,ojelese01
396.0,Semi Ojeleye,27,LAC,PF,10.0,0.0,98.0,12.0,0.569,0.31,0.552,2.2,14.7,8.6,5.8,1.0,0.9,10.0,18.0,0.1,0.1,0.2,0.086,-1.7,-1.4,-3.1,0.0,,ojelese01
397.0,Day'Ron Sharpe,20,BRK,PF,32.0,8.0,391.0,20.7,0.593,0.047,0.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,0.8,0.5,1.2,0.152,-0.3,-2.5,-2.8,-0.1,,sharpda01
398.0,Luka Garza,23,DET,C,32.0,5.0,389.0,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,0.5,0.2,0.8,0.093,-0.5,-2.0,-2.5,-0.1,,garzalu01
399.0,Isaiah Livers,23,DET,SF,19.0,5.0,383.0,11.1,0.629,0.711,0.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0.0,,liveris01
400.0,Gary Clark,27,NOP,PF,38.0,1.0,378.0,11.4,0.547,0.795,0.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,0.3,0.4,0.7,0.092,0.1,0.0,0.1,0.2,,clarkga01
401.0,Paul Millsap,36,2TM,C,33.0,1.0,376.0,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,0.0,0.5,0.5,0.061,-3.7,0.2,-3.5,-0.1,,millspa01
401.0,Paul Millsap,36,BRK,C,24.0,0.0,270.0,11.2,0.443,0.318,0.2,12.0,23.6,17.9,11.8,0.9,3.6,10.6,16.5,0.1,0.3,0.4,0.069,-3.6,0.5,-3.1,-0.1,,millspa01
401.0,Paul Millsap,36,PHI,C,9.0,1.0,106.0,9.7,0.499,0.267,0.233,12.9,13.5,13.2,6.8,2.4,1.7,19.5,17.4,0.0,0.1,0.1,0.041,-4.1,-0.4,-4.5,-0.1,,millspa01
402.0,Miles McBride,21,NYK,PG,40.0,2.0,372.0,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1.0,-4.5,-0.2,,mcbrimi01
403.0,Chris Chiozza,26,GSW,PG,34.0,1.0,372.0,4.4,0.407,0.654,0.037,2.7,7.7,5.3,22.5,1.7,0.0,28.0,13.4,-0.5,0.5,0.0,-0.004,-5.7,-0.2,-6.0,-0.4,,chiozch01
404.0,Gorgui Dieng,32,ATL,C,44.0,3.0,371.0,17.3,0.624,0.607,0.232,9.5,26.1,17.8,12.7,1.5,3.1,13.9,16.9,0.8,0.4,1.2,0.155,1.4,0.8,2.1,0.4,,dienggo01
405.0,Nick Richards,24,CHO,C,50.0,5.0,367.0,15.9,0.689,0.0,0.478,9.7,15.2,12.4,4.9,1.2,5.4,18.1,15.4,0.6,0.3,1.0,0.125,-2.6,-0.2,-2.8,-0.1,,richani01
406.0,Jared Butler,21,UTA,SG,42.0,1.0,360.0,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26.0,2.3,2.0,17.3,23.1,0.0,0.5,0.4,0.057,-2.3,0.7,-1.6,0.0,,butleja02
407.0,Santi Aldama,21,MEM,PF,32.0,0.0,360.0,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,-0.1,0.4,0.3,0.044,-4.2,-1.5,-5.7,-0.3,,aldamsa01
408.0,Markelle Fultz,23,ORL,PG,18.0,3.0,360.0,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,0.0,0.4,0.4,0.053,-0.1,0.4,0.2,0.2,,fultzma01
409.0,Ish Wainright,27,PHO,PF,45.0,0.0,359.0,9.4,0.494,0.567,0.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,0.0,0.6,0.6,0.079,-3.0,1.0,-2.0,0.0,,wainris01
410.0,Wenyen Gabriel,24,3TM,PF,26.0,5.0,358.0,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,0.4,0.3,0.7,0.09,-3.7,-2.1,-5.9,-0.4,,gabriwe01
410.0,Wenyen Gabriel,24,BRK,PF,1.0,0.0,1.0,11.8,,,,0.0,100.0,54.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.167,-1.9,0.3,-1.6,0.0,,gabriwe01
410.0,Wenyen Gabriel,24,LAC,PF,6.0,0.0,46.0,8.3,0.474,0.385,0.308,11.9,20.1,16.1,6.0,1.1,3.7,16.9,17.0,0.0,0.1,0.0,0.041,-6.6,-0.9,-7.5,-0.1,,gabriwe01
410.0,Wenyen Gabriel,24,LAL,PF,19.0,5.0,311.0,13.1,0.558,0.237,0.392,11.8,16.5,14.2,5.5,0.6,2.6,10.3,17.5,0.4,0.2,0.6,0.096,-3.3,-2.3,-5.7,-0.3,,gabriwe01
411.0,Cody Zeller,29,POR,C,27.0,0.0,355.0,17.2,0.627,0.044,0.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,0.9,0.2,1.1,0.143,-1.2,-1.0,-2.1,0.0,,zelleco01
412.0,Keljin Blevins,26,POR,SF,31.0,1.0,349.0,4.8,0.41,0.649,0.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-0.6,0.1,-0.5,-0.066,-5.6,-2.9,-8.5,-0.6,,blevike01
413.0,Marquese Chriss,24,DAL,PF,34.0,0.0,346.0,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,0.108,-3.8,0.0,-3.8,-0.2,,chrisma01
414.0,Moses Brown,22,2TM,C,40.0,6.0,345.0,18.5,0.612,0.0,0.667,12.7,30.5,21.7,0.4,1.0,4.2,12.5,20.7,0.5,0.7,1.2,0.16,-2.4,-0.9,-3.3,-0.1,,brownmo01
414.0,Moses Brown,22,DAL,C,26.0,1.0,169.0,15.5,0.588,0.0,0.86,10.5,29.6,20.1,0.9,0.9,4.8,16.9,22.1,0.1,0.3,0.4,0.111,-4.7,-0.2,-4.8,-0.1,,brownmo01
414.0,Moses Brown,22,CLE,C,14.0,5.0,176.0,21.4,0.636,0.0,0.5,14.8,31.4,23.2,0.0,1.1,3.5,7.8,19.3,0.4,0.3,0.8,0.207,-0.2,-1.7,-1.9,0.0,,brownmo01
415.0,Kira Lewis Jr,20,NOP,PG,24.0,0.0,341.0,9.8,0.466,0.397,0.082,2.9,10.0,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4.0,-0.2,,lewiski01
416.0,David Duke Jr,22,BRK,PG,22.0,7.0,341.0,10.0,0.444,0.343,0.194,9.8,11.5,10.7,6.6,2.0,1.8,7.1,15.9,0.0,0.3,0.3,0.048,-3.0,-0.9,-3.9,-0.2,,dukeda01
417.0,PJ Dozier,25,DEN,SG,18.0,0.0,340.0,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11.0,15.2,-0.1,0.4,0.3,0.038,-3.0,1.0,-2.0,0.0,,doziepj01
418.0,Jarrett Culver,22,MEM,SG,37.0,0.0,338.0,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13.0,2.8,1.3,11.8,20.6,-0.4,0.5,0.1,0.012,-5.7,0.3,-5.4,-0.3,,culveja01
419.0,Kris Dunn,27,POR,PG,14.0,3.0,336.0,12.5,0.482,0.108,0.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,0.024,-4.6,-0.8,-5.4,-0.3,,dunnkr01
420.0,Isaiah Thomas,32,3TM,PG,22.0,1.0,333.0,12.0,0.516,0.497,0.156,1.3,8.1,4.6,15.7,1.0,1.4,7.8,24.8,0.0,0.1,0.2,0.026,-1.9,-2.6,-4.5,-0.2,,thomais02
